gene_id gene_name gene_type	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.tsv_TPM	d820ac02-a30e-437b-b20a-3e92705b7b81.tsv_TPM
ENSG00000023892.11 DEF6 protein_coding	3.2548	16.7350
ENSG00000023902.14 PLEKHO1 protein_coding	5.9202	23.0170
ENSG00000023909.10 GCLM protein_coding	15.7814	20.2671
ENSG00000024048.11 UBR2 protein_coding	25.9595	11.2397
ENSG00000024422.12 EHD2 protein_coding	446.5928	124.1283
ENSG00000024526.17 DEPDC1 protein_coding	0.3005	10.3695
ENSG00000024862.18 CCDC28A protein_coding	47.7452	22.5669
ENSG00000025039.15 RRAGD protein_coding	34.4285	18.1366
ENSG00000025156.13 HSF2 protein_coding	15.2894	11.9697
ENSG00000025293.17 PHF20 protein_coding	16.8849	28.6308
ENSG00000025423.11 HSD17B6 protein_coding	0.4761	8.5428
ENSG00000025434.19 NR1H3 protein_coding	37.5241	5.6784
ENSG00000025708.14 TYMP protein_coding	9.9158	80.3315
ENSG00000025770.19 NCAPH2 protein_coding	13.9734	26.1730
ENSG00000025772.8 TOMM34 protein_coding	20.4832	142.7568
ENSG00000025796.14 SEC63 protein_coding	45.9691	34.6183
ENSG00000025800.14 KPNA6 protein_coding	31.0317	47.0182
ENSG00000026025.16 VIM protein_coding	1020.0263	588.2465
ENSG00000026103.22 FAS protein_coding	5.4532	4.7588
ENSG00000026297.16 RNASET2 protein_coding	1.5260	4.4610
ENSG00000026508.20 CD44 protein_coding	72.4429	93.8684
ENSG00000026559.14 KCNG1 protein_coding	0.1119	14.9732
ENSG00000026652.15 AGPAT4 protein_coding	2.4833	4.3479
ENSG00000026751.17 SLAMF7 protein_coding	3.1872	0.9498
ENSG00000026950.17 BTN3A1 protein_coding	22.8493	6.9902
ENSG00000027001.10 MIPEP protein_coding	11.5836	15.0363
ENSG00000027075.15 PRKCH protein_coding	9.6976	6.8203
ENSG00000027644.5 INSRR protein_coding	0.4493	0.1631
ENSG00000027697.15 IFNGR1 protein_coding	117.9731	40.8484
ENSG00000027847.14 B4GALT7 protein_coding	8.2760	11.8857
ENSG00000027869.12 SH2D2A protein_coding	0.9007	9.3878
ENSG00000028116.18 VRK2 protein_coding	8.2225	21.8319
ENSG00000028137.19 TNFRSF1B protein_coding	45.3307	11.6880
ENSG00000028203.18 VEZT protein_coding	16.7578	14.1899
ENSG00000028277.21 POU2F2 protein_coding	1.1447	2.1395
ENSG00000028310.18 BRD9 protein_coding	7.3225	18.5965
ENSG00000028528.15 SNX1 protein_coding	63.5666	18.4922
ENSG00000028839.10 TBPL1 protein_coding	4.8773	5.0400
ENSG00000029153.14 ARNTL2 protein_coding	3.1477	20.0067
ENSG00000029363.17 BCLAF1 protein_coding	31.9719	49.8692
ENSG00000029364.12 SLC39A9 protein_coding	36.8315	26.6463
ENSG00000029534.21 ANK1 protein_coding	0.4008	0.1017
ENSG00000029559.7 IBSP protein_coding	0.0000	35.0505
ENSG00000029639.11 TFB1M protein_coding	3.2733	4.2722
ENSG00000029725.17 RABEP1 protein_coding	32.3522	13.4086
ENSG00000029993.15 HMGB3 protein_coding	5.5606	78.1830
ENSG00000030066.13 NUP160 protein_coding	15.3632	17.8148
ENSG00000030110.13 BAK1 protein_coding	9.0568	51.5420
ENSG00000030304.14 MUSK protein_coding	0.0990	0.0109
ENSG00000030419.16 IKZF2 protein_coding	1.6792	4.6308
ENSG00000030582.18 GRN protein_coding	160.8349	372.7992
ENSG00000031003.10 FAM13B protein_coding	16.2323	3.5765
ENSG00000031081.11 ARHGAP31 protein_coding	26.0150	15.0633
ENSG00000031691.7 CENPQ protein_coding	6.3872	7.1361
ENSG00000031823.14 RANBP3 protein_coding	14.2216	16.7815
ENSG00000032219.19 ARID4A protein_coding	13.5634	4.1797
ENSG00000032444.17 PNPLA6 protein_coding	10.4351	20.9517
ENSG00000032742.18 IFT88 protein_coding	4.9786	4.8666
ENSG00000033011.13 ALG1 protein_coding	5.1335	7.7354
ENSG00000033030.15 ZCCHC8 protein_coding	5.5669	5.2821
ENSG00000033050.9 ABCF2 protein_coding	4.9242	16.2223
ENSG00000033100.16 CHPF2 protein_coding	14.0869	80.5564
ENSG00000033122.21 LRRC7 protein_coding	0.0590	0.1113
ENSG00000033170.17 FUT8 protein_coding	10.2591	7.3956
ENSG00000033178.13 UBA6 protein_coding	8.8943	11.8265
ENSG00000033327.13 GAB2 protein_coding	28.7333	12.9470
ENSG00000033627.17 ATP6V0A1 protein_coding	18.5060	30.2724
ENSG00000033800.14 PIAS1 protein_coding	8.8838	8.4307
ENSG00000033867.16 SLC4A7 protein_coding	7.7440	7.5445
ENSG00000034053.14 APBA2 protein_coding	0.4661	15.1161
ENSG00000034152.19 MAP2K3 protein_coding	22.5573	47.5559
ENSG00000034239.11 EFCAB1 protein_coding	0.4756	0.0343
ENSG00000034510.6 TMSB10 protein_coding	2754.6762	13912.7926
ENSG00000034533.12 ASTE1 protein_coding	6.8054	4.3970
ENSG00000034677.13 RNF19A protein_coding	25.6864	140.6142
ENSG00000034693.15 PEX3 protein_coding	9.5559	9.0446
ENSG00000034713.8 GABARAPL2 protein_coding	80.6876	46.6795
ENSG00000034971.17 MYOC protein_coding	77.5924	0.0000
ENSG00000035115.22 SH3YL1 protein_coding	6.5456	22.5363
ENSG00000035141.8 FAM136A protein_coding	16.0822	78.1090
ENSG00000035403.18 VCL protein_coding	84.5376	71.7670
ENSG00000035499.13 DEPDC1B protein_coding	0.2956	5.2832
ENSG00000035664.11 DAPK2 protein_coding	7.7911	5.1428
ENSG00000035681.9 NSMAF protein_coding	18.7242	17.0226
ENSG00000035720.8 STAP1 protein_coding	0.9758	0.3836
ENSG00000035862.12 TIMP2 protein_coding	468.1562	185.7014
ENSG00000035928.16 RFC1 protein_coding	33.1135	20.9859
ENSG00000036054.13 TBC1D23 protein_coding	23.3065	33.5753
ENSG00000036257.13 CUL3 protein_coding	13.2459	13.4789
ENSG00000036448.10 MYOM2 protein_coding	1.6925	0.0778
ENSG00000036473.8 OTC protein_coding	0.2828	0.0000
ENSG00000036530.9 CYP46A1 protein_coding	1.2299	0.2293
ENSG00000036549.13 ZZZ3 protein_coding	12.2823	15.6255
ENSG00000036565.15 SLC18A1 protein_coding	0.0000	0.0000
ENSG00000036672.16 USP2 protein_coding	0.7271	3.1329
ENSG00000036828.17 CASR protein_coding	0.0000	0.0042
ENSG00000037042.9 TUBG2 protein_coding	22.8197	15.2205
ENSG00000037241.7 RPL26L1 protein_coding	15.4639	33.6494
ENSG00000037280.16 FLT4 protein_coding	7.8942	5.2421
ENSG00000037474.15 NSUN2 protein_coding	17.0137	97.8333
ENSG00000037637.11 FBXO42 protein_coding	8.2081	10.2737
ENSG00000037749.12 MFAP3 protein_coding	8.6150	5.4728
ENSG00000037757.14 MRI1 protein_coding	4.9062	6.6652
ENSG00000037897.17 METTL1 protein_coding	6.6893	18.7844
ENSG00000037965.6 HOXC8 protein_coding	15.4494	5.1609
ENSG00000038002.9 AGA protein_coding	17.6731	23.5782
ENSG00000038210.14 PI4K2B protein_coding	10.8731	15.0431
ENSG00000038219.13 BOD1L1 protein_coding	13.8356	7.3827
ENSG00000038274.17 MAT2B protein_coding	37.1601	21.6003
ENSG00000038295.8 TLL1 protein_coding	4.3296	0.4925
ENSG00000038358.15 EDC4 protein_coding	10.1337	18.3329
ENSG00000038382.20 TRIO protein_coding	20.5444	30.1998
ENSG00000038427.16 VCAN protein_coding	26.1389	59.3761
ENSG00000038532.16 CLEC16A protein_coding	4.6057	6.1757
ENSG00000038945.15 MSR1 protein_coding	6.1093	6.3295
ENSG00000039068.19 CDH1 protein_coding	28.0048	202.2548
ENSG00000039139.9 DNAH5 protein_coding	0.8719	0.9025
ENSG00000039319.17 ZFYVE16 protein_coding	6.6705	3.1245
ENSG00000039537.14 C6 protein_coding	22.6457	0.0514
ENSG00000039560.14 RAI14 protein_coding	14.1320	77.4197
ENSG00000039600.11 SOX30 protein_coding	0.1488	0.0715
ENSG00000039650.12 PNKP protein_coding	7.0640	21.6378
ENSG00000039987.7 BEST2 protein_coding	0.0327	0.0000
ENSG00000040199.18 PHLPP2 protein_coding	4.1354	3.3868
ENSG00000040275.17 SPDL1 protein_coding	2.8635	11.6928
ENSG00000040341.18 STAU2 protein_coding	14.5341	13.8264
ENSG00000040531.16 CTNS protein_coding	8.3583	8.7914
ENSG00000040608.14 RTN4R protein_coding	0.6229	7.8211
ENSG00000040633.13 PHF23 protein_coding	17.0195	62.2368
ENSG00000040731.10 CDH10 protein_coding	0.2010	0.0000
ENSG00000040933.16 INPP4A protein_coding	6.3055	10.3317
ENSG00000041353.10 RAB27B protein_coding	5.9031	8.3694
ENSG00000041357.16 PSMA4 protein_coding	27.5799	39.6010
ENSG00000041515.16 MYO16 protein_coding	4.0148	0.2094
ENSG00000041802.11 LSG1 protein_coding	14.5192	35.9483
ENSG00000041880.14 PARP3 protein_coding	30.1170	4.5669
ENSG00000041982.16 TNC protein_coding	69.8528	189.6945
ENSG00000041988.15 THAP3 protein_coding	10.2647	9.1532
ENSG00000042088.14 TDP1 protein_coding	4.0884	8.7876
ENSG00000042286.15 AIFM2 protein_coding	77.0165	9.4058
ENSG00000042304.12 C2orf83 protein_coding	0.0248	0.0000
ENSG00000042317.17 SPATA7 protein_coding	5.3960	1.6700
ENSG00000042429.12 MED17 protein_coding	0.5132	0.4866
ENSG00000042445.14 RETSAT protein_coding	423.1270	97.3138
ENSG00000042493.16 CAPG protein_coding	41.8739	457.6181
ENSG00000042753.12 AP2S1 protein_coding	70.0693	365.9846
ENSG00000042781.14 USH2A protein_coding	0.0294	0.0097
ENSG00000042813.8 ZPBP protein_coding	0.0495	0.1521
ENSG00000042832.12 TG protein_coding	0.0894	0.3362
ENSG00000042980.13 ADAM28 protein_coding	0.8266	0.4659
ENSG00000043039.7 BARX2 protein_coding	4.0940	10.9711
ENSG00000043093.15 DCUN1D1 protein_coding	11.0946	13.5865
ENSG00000043143.20 JADE2 protein_coding	13.0767	5.9862
ENSG00000043355.12 ZIC2 protein_coding	0.3025	0.0910
ENSG00000043462.13 LCP2 protein_coding	5.0797	4.2414
ENSG00000043514.17 TRIT1 protein_coding	5.4177	15.1756
ENSG00000043591.6 ADRB1 protein_coding	14.5512	0.1970
ENSG00000044012.4 GUCA2B protein_coding	0.0000	0.0000
ENSG00000044090.10 CUL7 protein_coding	12.2410	16.0702
ENSG00000044115.21 CTNNA1 protein_coding	122.1238	123.4274
ENSG00000044446.12 PHKA2 protein_coding	16.5746	8.9435
ENSG00000044459.15 CNTLN protein_coding	2.6398	1.3078
ENSG00000044524.11 EPHA3 protein_coding	5.3420	3.1104
ENSG00000044574.8 HSPA5 protein_coding	216.9967	807.4622
ENSG00000046604.13 DSG2 protein_coding	47.6632	98.1511
ENSG00000046647.13 GEMIN8 protein_coding	16.6186	19.2459
ENSG00000046651.15 OFD1 protein_coding	10.8591	16.0887
ENSG00000046653.15 GPM6B protein_coding	7.1653	4.8710
ENSG00000046774.10 MAGEC2 protein_coding	0.0000	0.0000
ENSG00000046889.19 PREX2 protein_coding	12.8466	0.7855
ENSG00000047056.16 WDR37 protein_coding	9.2293	18.3633
ENSG00000047188.16 YTHDC2 protein_coding	8.5057	5.9293
ENSG00000047230.15 CTPS2 protein_coding	9.8414	23.2743
ENSG00000047249.18 ATP6V1H protein_coding	24.1354	28.6722
ENSG00000047315.17 POLR2B protein_coding	39.5673	45.8129
ENSG00000047346.12 FAM214A protein_coding	20.7808	4.2172
ENSG00000047365.12 ARAP2 protein_coding	1.7061	3.0394
ENSG00000047410.14 TPR protein_coding	33.9847	32.9956
ENSG00000047457.14 CP protein_coding	5.2434	147.7035
ENSG00000047579.20 DTNBP1 protein_coding	13.3955	22.0319
ENSG00000047597.7 XK protein_coding	0.2425	3.4524
ENSG00000047617.15 ANO2 protein_coding	1.2797	0.2632
ENSG00000047621.12 C12orf4 protein_coding	8.7380	11.7252
ENSG00000047634.15 SCML1 protein_coding	5.4942	1.7337
ENSG00000047644.19 WWC3 protein_coding	15.9357	59.7695
ENSG00000047648.23 ARHGAP6 protein_coding	4.0578	0.7462
ENSG00000047662.5 FAM184B protein_coding	0.2957	0.1038
ENSG00000047849.21 MAP4 protein_coding	89.3557	121.7449
ENSG00000047932.14 GOPC protein_coding	25.4024	21.8211
ENSG00000047936.11 ROS1 protein_coding	0.0049	1.3021
ENSG00000048028.11 USP28 protein_coding	7.8155	13.1042
ENSG00000048052.22 HDAC9 protein_coding	4.0541	4.0104
ENSG00000048140.18 TSPAN17 protein_coding	9.5665	28.3203
ENSG00000048162.21 NOP16 protein_coding	5.3202	19.3092
ENSG00000048342.17 CC2D2A protein_coding	5.9932	1.6970
ENSG00000048392.12 RRM2B protein_coding	19.7926	19.5565
ENSG00000048405.10 ZNF800 protein_coding	10.1731	10.9299
ENSG00000048462.11 TNFRSF17 protein_coding	2.4725	0.2458
ENSG00000048471.14 SNX29 protein_coding	16.8420	6.8314
ENSG00000048540.15 LMO3 protein_coding	12.6710	0.4091
ENSG00000048544.6 MRPS10 protein_coding	52.2526	38.2769
ENSG00000048545.16 GUCA1A protein_coding	0.0000	0.0154
ENSG00000048649.13 RSF1 protein_coding	10.4929	9.0217
ENSG00000048707.15 VPS13D protein_coding	16.8385	5.6411
ENSG00000048740.18 CELF2 protein_coding	56.2680	11.5398
ENSG00000048828.17 FAM120A protein_coding	63.5362	76.6058
ENSG00000048991.16 R3HDM1 protein_coding	10.8419	27.1209
ENSG00000049089.15 COL9A2 protein_coding	1.7349	5.3151
ENSG00000049130.16 KITLG protein_coding	25.1107	11.3782
ENSG00000049167.15 ERCC8 protein_coding	2.6061	0.9488
ENSG00000049192.15 ADAMTS6 protein_coding	0.6315	1.6952
ENSG00000049239.13 H6PD protein_coding	68.7516	22.9887
ENSG00000049245.13 VAMP3 protein_coding	214.0817	88.4533
ENSG00000049246.14 PER3 protein_coding	27.9200	4.8608
ENSG00000049247.14 UTS2 protein_coding	0.1689	1.6975
ENSG00000049249.9 TNFRSF9 protein_coding	0.1294	0.4947
ENSG00000049283.18 EPN3 protein_coding	1.3068	17.5293
ENSG00000049323.16 LTBP1 protein_coding	40.1188	44.3544
ENSG00000049449.10 RCN1 protein_coding	20.6864	44.6514
ENSG00000049540.18 ELN protein_coding	57.8687	12.0352
ENSG00000049541.11 RFC2 protein_coding	17.9065	73.5680
ENSG00000049618.24 ARID1B protein_coding	5.6363	5.6217
ENSG00000049656.14 CLPTM1L protein_coding	34.3035	102.9068
ENSG00000049759.19 NEDD4L protein_coding	5.7030	4.6212
ENSG00000049768.16 FOXP3 protein_coding	0.5889	0.3880
ENSG00000049769.14 PPP1R3F protein_coding	1.3935	4.2966
ENSG00000049860.14 HEXB protein_coding	66.6767	42.9607
ENSG00000049883.15 PTCD2 protein_coding	3.7787	1.2644
ENSG00000050130.18 JKAMP protein_coding	19.5159	13.2481
ENSG00000050165.18 DKK3 protein_coding	16.3336	31.1564
ENSG00000050327.15 ARHGEF5 protein_coding	3.5401	11.3632
ENSG00000050344.9 NFE2L3 protein_coding	2.8256	28.8959
ENSG00000050393.11 MCUR1 protein_coding	15.7803	29.4990
ENSG00000050405.13 LIMA1 protein_coding	119.6220	33.7585
ENSG00000050426.16 LETMD1 protein_coding	44.8759	11.4481
ENSG00000050438.17 SLC4A8 protein_coding	0.2632	0.2617
ENSG00000050555.19 LAMC3 protein_coding	0.8616	0.9322
ENSG00000050628.20 PTGER3 protein_coding	66.8827	1.4990
ENSG00000050730.16 TNIP3 protein_coding	0.0923	0.0932
ENSG00000050748.18 MAPK9 protein_coding	16.0562	13.7122
ENSG00000050767.17 COL23A1 protein_coding	0.4322	7.3514
ENSG00000050820.17 BCAR1 protein_coding	6.6604	23.6107
ENSG00000051009.11 FAM160A2 protein_coding	15.8574	15.3719
ENSG00000051108.15 HERPUD1 protein_coding	55.5438	40.3835
ENSG00000051128.19 HOMER3 protein_coding	3.8186	27.3681
ENSG00000051180.17 RAD51 protein_coding	0.9541	28.3129
ENSG00000051341.14 POLQ protein_coding	0.2537	5.0629
ENSG00000051382.9 PIK3CB protein_coding	22.4430	31.1806
ENSG00000051523.11 CYBA protein_coding	20.1116	58.1473
ENSG00000051596.10 THOC3 protein_coding	3.1740	7.4214
ENSG00000051620.11 HEBP2 protein_coding	52.5942	25.3236
ENSG00000051825.15 MPHOSPH9 protein_coding	3.5862	4.3533
ENSG00000052126.14 PLEKHA5 protein_coding	7.8386	5.4870
ENSG00000052344.16 PRSS8 protein_coding	5.7304	168.2689
ENSG00000052723.12 SIKE1 protein_coding	18.8890	20.6303
ENSG00000052749.14 RRP12 protein_coding	3.8708	18.2406
ENSG00000052795.13 FNIP2 protein_coding	21.9715	10.8006
ENSG00000052802.13 MSMO1 protein_coding	17.7962	47.9534
ENSG00000052841.15 TTC17 protein_coding	17.1223	11.0206
ENSG00000052850.8 ALX4 protein_coding	2.4328	0.0523
ENSG00000053108.17 FSTL4 protein_coding	0.3353	0.1190
ENSG00000053254.16 FOXN3 protein_coding	55.7642	8.9377
ENSG00000053328.8 METTL24 protein_coding	1.4391	0.3375
ENSG00000053371.12 AKR7A2 protein_coding	58.2833	61.8859
ENSG00000053372.5 MRTO4 protein_coding	21.7700	88.2734
ENSG00000053438.11 NNAT protein_coding	23.9299	1.7270
ENSG00000053501.13 USE1 protein_coding	17.7989	14.1415
ENSG00000053524.12 MCF2L2 protein_coding	0.0400	0.0412
ENSG00000053702.15 NRIP2 protein_coding	6.5965	1.6667
ENSG00000053747.17 LAMA3 protein_coding	18.2747	1.0642
ENSG00000053770.12 AP5M1 protein_coding	10.0205	4.3691
ENSG00000053900.11 ANAPC4 protein_coding	8.6317	6.0593
ENSG00000053918.18 KCNQ1 protein_coding	3.7200	7.8117
ENSG00000054116.12 TRAPPC3 protein_coding	40.9137	68.1304
ENSG00000054118.15 THRAP3 protein_coding	81.4413	92.8772
ENSG00000054148.18 PHPT1 protein_coding	45.4433	75.9573
ENSG00000054179.12 ENTPD2 protein_coding	3.5730	0.6048
ENSG00000054219.11 LY75 protein_coding	1.9607	3.5134
ENSG00000054267.22 ARID4B protein_coding	11.7893	17.3437
ENSG00000054277.14 OPN3 protein_coding	1.3362	8.0524
ENSG00000054282.16 SDCCAG8 protein_coding	9.5304	13.1560
ENSG00000054356.14 PTPRN protein_coding	0.0105	3.2079
ENSG00000054392.13 HHAT protein_coding	2.5916	1.4492
ENSG00000054523.18 KIF1B protein_coding	13.5145	16.4623
ENSG00000054598.9 FOXC1 protein_coding	8.3540	89.7565
ENSG00000054611.14 TBC1D22A protein_coding	17.6414	22.3426
ENSG00000054654.19 SYNE2 protein_coding	16.7546	11.6706
ENSG00000054690.14 PLEKHH1 protein_coding	2.0660	1.7510
ENSG00000054793.14 ATP9A protein_coding	106.0799	61.9721
ENSG00000054796.13 SPO11 protein_coding	0.0000	0.0000
ENSG00000054803.4 CBLN4 protein_coding	2.2636	1.1865
ENSG00000054938.16 CHRDL2 protein_coding	4.8909	0.0628
ENSG00000054965.11 FAM168A protein_coding	28.0780	30.8849
ENSG00000054967.13 RELT protein_coding	0.3217	3.0081
ENSG00000054983.17 GALC protein_coding	16.5985	6.7184
ENSG00000055044.11 NOP58 protein_coding	18.4363	61.0205
ENSG00000055070.17 SZRD1 protein_coding	39.3820	67.5618
ENSG00000055118.16 KCNH2 protein_coding	0.2162	1.9941
ENSG00000055130.17 CUL1 protein_coding	42.5605	125.8800
ENSG00000055147.19 FAM114A2 protein_coding	10.1490	6.4865
ENSG00000055163.20 CYFIP2 protein_coding	1.9908	2.9990
ENSG00000055208.19 TAB2 protein_coding	57.4438	42.3546
ENSG00000055211.14 GINM1 protein_coding	97.4421	25.9678
ENSG00000055332.18 EIF2AK2 protein_coding	22.8035	32.7269
ENSG00000055483.19 USP36 protein_coding	12.7676	28.0516
ENSG00000055609.19 KMT2C protein_coding	16.2109	15.7337
ENSG00000055732.13 MCOLN3 protein_coding	3.0375	0.2260
ENSG00000055813.6 CCDC85A protein_coding	1.7880	0.1092
ENSG00000055917.16 PUM2 protein_coding	56.6118	64.8088
ENSG00000055950.16 MRPL43 protein_coding	23.9294	17.0926
ENSG00000055955.17 ITIH4 protein_coding	0.0557	0.0643
ENSG00000055957.11 ITIH1 protein_coding	0.0286	0.0110
ENSG00000056097.16 ZFR protein_coding	46.7071	83.8663
ENSG00000056277.16 ZNF280C protein_coding	2.5096	2.7540
ENSG00000056291.17 NPFFR2 protein_coding	0.4402	0.0000
ENSG00000056487.16 PHF21B protein_coding	0.0288	0.0000
ENSG00000056558.11 TRAF1 protein_coding	4.9591	5.0274
ENSG00000056586.16 RC3H2 protein_coding	15.0392	12.6044
ENSG00000056736.10 IL17RB protein_coding	3.1556	8.3924
ENSG00000056972.20 TRAF3IP2 protein_coding	8.6967	8.8748
ENSG00000056998.20 GYG2 protein_coding	567.7923	10.6377
ENSG00000057019.16 DCBLD2 protein_coding	15.5201	16.2558
ENSG00000057149.16 SERPINB3 protein_coding	0.0000	0.0000
ENSG00000057252.13 SOAT1 protein_coding	15.3496	15.5990
ENSG00000057294.15 PKP2 protein_coding	4.2338	16.9730
ENSG00000057468.7 MSH4 protein_coding	0.1720	0.0458
ENSG00000057593.14 F7 protein_coding	0.4328	0.0263
ENSG00000057608.17 GDI2 protein_coding	197.6487	490.3065
ENSG00000057657.17 PRDM1 protein_coding	2.0513	5.5144
ENSG00000057663.16 ATG5 protein_coding	17.7744	14.9201
ENSG00000057704.13 TMCC3 protein_coding	8.8771	6.6660
ENSG00000057757.10 PITHD1 protein_coding	55.3558	66.9557
ENSG00000057935.14 MTA3 protein_coding	9.8889	20.1138
ENSG00000058056.9 USP13 protein_coding	10.6170	12.7385
ENSG00000058063.16 ATP11B protein_coding	24.0531	16.7277
ENSG00000058085.15 LAMC2 protein_coding	43.6334	45.3406
ENSG00000058091.17 CDK14 protein_coding	10.9637	10.9077
ENSG00000058262.10 SEC61A1 protein_coding	116.1552	419.1102
ENSG00000058272.19 PPP1R12A protein_coding	15.2193	9.6014
ENSG00000058335.16 RASGRF1 protein_coding	0.0954	0.2451
ENSG00000058404.20 CAMK2B protein_coding	0.1167	0.2079
ENSG00000058453.17 CROCC protein_coding	3.2421	6.2685
ENSG00000058600.16 POLR3E protein_coding	6.5729	8.1634
ENSG00000058668.15 ATP2B4 protein_coding	154.8164	38.5447
ENSG00000058673.17 ZC3H11A protein_coding	0.0034	0.0311
ENSG00000058729.11 RIOK2 protein_coding	11.8480	9.9354
ENSG00000058799.15 YIPF1 protein_coding	33.3869	36.2942
ENSG00000058804.12 NDC1 protein_coding	13.3566	50.4450
ENSG00000058866.15 DGKG protein_coding	0.4455	0.5001
ENSG00000059122.17 FLYWCH1 protein_coding	8.4022	15.2203
ENSG00000059145.19 UNKL protein_coding	4.4285	2.0240
ENSG00000059377.18 TBXAS1 protein_coding	4.2641	1.5277
ENSG00000059378.13 PARP12 protein_coding	8.8266	25.9528
ENSG00000059573.9 ALDH18A1 protein_coding	35.2576	111.2723
ENSG00000059588.10 TARBP1 protein_coding	8.9759	37.9368
ENSG00000059691.12 GATB protein_coding	6.0476	1.9336
ENSG00000059728.11 MXD1 protein_coding	6.8470	19.9864
ENSG00000059758.8 CDK17 protein_coding	13.2745	9.2353
ENSG00000059769.20 DNAJC25 protein_coding	13.8747	7.2237
ENSG00000059804.16 SLC2A3 protein_coding	6.8635	25.1983
ENSG00000059915.17 PSD protein_coding	0.1809	0.4924
ENSG00000060069.17 CTDP1 protein_coding	5.6903	14.0366
ENSG00000060138.13 YBX3 protein_coding	52.8354	63.2532
ENSG00000060140.9 STYK1 protein_coding	0.7547	13.2861
ENSG00000060237.18 WNK1 protein_coding	63.0507	45.5093
ENSG00000060339.14 CCAR1 protein_coding	19.1672	38.7288
ENSG00000060491.16 OGFR protein_coding	9.7452	27.9613
ENSG00000060558.4 GNA15 protein_coding	4.1022	24.1049
ENSG00000060566.14 CREB3L3 protein_coding	0.0490	0.0377
ENSG00000060642.11 PIGV protein_coding	10.0215	3.1779
ENSG00000060656.20 PTPRU protein_coding	14.2979	35.8721
ENSG00000060688.13 SNRNP40 protein_coding	16.8869	54.0800
ENSG00000060709.15 RIMBP2 protein_coding	0.3361	0.0362
ENSG00000060718.22 COL11A1 protein_coding	0.2475	144.9001
ENSG00000060749.16 QSER1 protein_coding	12.5269	16.0509
ENSG00000060762.19 MPC1 protein_coding	86.1744	27.9814
ENSG00000060971.19 ACAA1 protein_coding	17.7680	19.2110
ENSG00000060982.15 BCAT1 protein_coding	5.7920	17.4885
ENSG00000061273.18 HDAC7 protein_coding	20.0481	24.2843
ENSG00000061337.15 LZTS1 protein_coding	2.7906	8.2547
ENSG00000061455.11 PRDM6 protein_coding	1.3314	0.4811
ENSG00000061492.12 WNT8A protein_coding	0.0217	0.0000
ENSG00000061656.10 SPAG4 protein_coding	1.4558	10.7526
ENSG00000061676.15 NCKAP1 protein_coding	23.1275	36.3337
ENSG00000061794.13 MRPS35 protein_coding	58.4918	89.3204
ENSG00000061936.10 SFSWAP protein_coding	7.7568	9.2246
ENSG00000061938.20 TNK2 protein_coding	7.5372	11.5723
ENSG00000061987.16 MON2 protein_coding	11.0132	5.1970
ENSG00000062038.14 CDH3 protein_coding	8.7236	110.2444
